#DroneDeploy	4.21.0.1517
#Flight Recorder
User ID	58adcdaff6b11d0001fff143
Organization ID	5ce4361f919c5f0001530f71
Session ID	unknown_plan_id
Session Start	11/13/2020 01:12:40
#Device
Device Model	iPad
Device User Interface Idiom	iPad	1
Device Operating System	iOS	14.1
Device SSID
#Aircraft
Aircraft Model	Phantom 4 Pro
Aircraft Name	Fake Aircraft Name
Aircraft Firmware	Fake Aircraft Firmware Package
#Aircraft Battery
Full Charge Volume (mAh)	1
Remaining Life (%)	1
Discharges	4
#Components
Battery Cells Number	0
Battery Serial Number	Fake Battery Serial
Battery Firmware	Fake Battery Firmware
Flight Controller Serial Number	Fake FC Serial
Flight Controller Firmware	Fake FC Firwmare
Gimbal Firmware	Fake Gimbal Firmware
Remote Control Serial Number	Fake RC Serial
Remote Control Firmware	Fake RC Firmware
Camera Serial Number	Fake Camera Serial
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Compass Index	Compass Sensor Value	Compass State	Compass State Last Updated (ms)	Compass Calibration State	Compass Calibration Last Updated (ms)	Device > Aircraft Distance - XY (ft)
11/13/2020 01:15:28	168.344		0.0	0.0	168343.900680542	56	1	1	25	73.4	1.6438961029052734	0	0	0	0	168343.91498565674	37.772981648772216	-122.40675554754247	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.9888877868652344	-90.0	0.0	0.0	Free	0	1	1	1	206.22897148132324	0	Unknown	0	Unknown	3	168343.98198127747	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.3780593872070312	100	1.3089179992675781	1	0.0	0.0	0.0	1	1.7437934875488281	0	0	168343.98794174194	0	0	168343.98913383484	Shoot Photo	0	0	0	0	0	0	0	0	0	202.0699977874756	1	100.0	202.02302932739258	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	168344.0113067627	0	91.0	2	1.9559860229492188	255	168344.01297569275	3902846.5065908493
11/13/2020 01:15:28	168.546		0.0	0.0	168545.51577568054	56	1	1	25	73.4	1.3880729675292969	0	0	0	0	168545.490026474	37.77298145575337	-122.40674417594914	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6431808471679688	-90.0	0.0	0.0	Free	0	1	1	1	407.7720642089844	0	Unknown	0	Unknown	3	168545.52292823792	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0881423950195312	100	1.0530948638916016	1	0.0	0.0	0.0	1	1.4410018920898438	0	0	168545.55010795593	0	0	168545.55106163025	Shoot Photo	0	0	0	0	0	0	0	0	0	403.63407135009766	1	100.0	403.58924865722656	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	168545.57919502258	0	91.0	2	1.6400814056396484	255	168545.58396339417	3902846.224697835
11/13/2020 01:15:29	168.738		0.0	0.0	168737.7758026123	56	1	1	25	73.4	1.232147216796875	0	0	0	0	168737.7429008484	37.7729812627334	-122.40673280435587	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.44195556640625	-90.0	0.0	0.0	Free	0	1	1	1	600.0270843505859	0	Unknown	0	Unknown	3	168737.77794837952	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9720325469970703	100	0.9431838989257812	1	0.0	0.0	0.0	1	1.2698173522949219	0	0	168737.78200149536	0	0	168737.78295516968	Shoot Photo	0	0	0	0	0	0	0	0	0	595.8640575408936	1	100.0	595.818042755127	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	168737.80632019043	0	91.0	2	1.4269351959228516	255	168737.80989646912	3902845.9428048166
11/13/2020 01:15:29	168.921		0.0	0.0	168920.1738834381	56	1	1	25	73.4	1.1839866638183594	0	0	0	0	168920.14408111572	37.77298106971235	-122.40672143276264	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4190673828125	-90.0	0.0	0.0	Free	0	1	1	1	782.4239730834961	0	Unknown	0	Unknown	3	168920.1738834381	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9469985961914062	100	0.9119510650634766	1	0.0	0.0	0.0	1	1.2187957763671875	0	0	168920.17793655396	0	0	168920.17912864685	Shoot Photo	0	0	0	0	0	0	0	0	0	778.2602310180664	1	100.0	778.2111167907715	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	168920.1991558075	0	91.0	2	1.3790130615234375	255	168920.2001094818	3902845.660911795
11/13/2020 01:15:29	169.101		0.0	0.0	169101.05991363525	56	1	1	25	73.4	1.2869834899902344	0	0	0	0	169101.02701187134	37.77298087669021	-122.40671006116948	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5659332275390625	-90.0	0.0	0.0	Free	0	1	1	1	963.3059501647949	0	Unknown	0	Unknown	3	169101.0558605194	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9140968322753906	100	0.8821487426757812	1	0.0	0.0	0.0	1	1.2958049774169922	0	0	169101.05991363525	0	0	169101.06205940247	Shoot Photo	0	0	0	0	0	0	0	0	0	0.1220703125	1	100.0	959.0902328491211	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	169101.07707977295	0	91.0	2	1.4967918395996094	255	169101.07803344727	3902845.37901877
11/13/2020 01:15:29	169.285		0.0	0.0	169285.0887775421	56	1	1	25	73.4	1.283884048461914	0	0	0	0	169285.09306907654	37.77298068366699	-122.40669868957637	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6109943389892578	-90.0	0.0	0.0	Free	0	1	1	1	184.02910232543945	0	Unknown	0	Unknown	3	169285.14099121094	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0347366333007812	100	1.0039806365966797	1	0.0	0.0	0.0	1	1.3670921325683594	0	0	169285.15100479126	0	0	169285.1541042328	Shoot Photo	0	0	0	0	0	0	0	0	0	184.2200756072998	1	100.0	184.16714668273926	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	169285.18104553223	0	91.0	2	1.6112327575683594	255	169285.18509864807	3902845.0971257426
11/13/2020 01:15:29	169.476		0.0	0.0	169475.9397506714	56	1	1	25	73.4	1.1620521545410156	0	0	0	0	169475.90398788452	37.77298049064266	-122.40668731798333	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.3651847839355469	-90.0	0.0	0.0	Free	0	1	1	1	374.8180866241455	0	Unknown	0	Unknown	3	169475.92902183533	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9119510650634766	100	0.8821487426757812	1	0.0	0.0	0.0	1	1.1892318725585938	0	0	169475.93188285828	0	0	169475.9328365326	Shoot Photo	0	0	0	0	0	0	0	0	0	374.99499320983887	1	100.0	374.93896484375	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	169475.95024108887	0	91.0	2	1.3380050659179688	255	169475.9500026703	3902844.8152327104
11/13/2020 01:15:30	169.664		0.0	0.0	169663.8207435608	56	1	1	25	73.4	2.117156982421875	0	0	0	0	169663.78808021545	37.772980297617245	-122.40667594639035	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.3610591888427734	-90.0	0.0	0.0	Free	0	1	1	1	562.7200603485107	0	Unknown	0	Unknown	3	169663.83004188538	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.8661022186279297	100	1.8310546875	1	0.0	0.0	0.0	1	2.1581649780273438	0	0	169663.83290290833	0	0	169663.83385658264	Shoot Photo	0	0	0	0	0	0	0	0	0	562.8969669342041	1	100.0	562.8421306610107	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	169663.85221481323	0	91.0	2	2.3298263549804688	255	169663.8538837433	3902844.5333396764
11/13/2020 01:15:30	169.845		0.0	0.0	169844.25282478333	56	1	1	25	73.4	182.5542449951172	0	0	0	0	169844.22612190247	37.772980297617245	-122.40667594639035	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	182.7859878540039	-90.0	0.0	0.0	Free	0	1	1	1	743.1440353393555	0	Unknown	0	Unknown	3	169844.25401687622	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	182.29103088378906	100	182.25574493408203	1	0.0	0.0	0.0	1	182.58309364318848	0	0	169844.25806999207	0	0	169844.25902366638	Shoot Photo	0	0	0	0	0	0	0	0	0	743.3221340179443	1	100.0	743.2670593261719	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	169844.2780971527	0	91.0	2	182.7559471130371	255	169844.28000450134	3902844.5333396764
11/13/2020 01:15:30	170.026		0.0	0.0	170025.5069732666	56	1	1	25	73.4	1.1200904846191406	0	0	0	0	170025.47311782837	37.77297991156313	-122.40665320320456	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.33514404296875	-90.0	0.0	0.0	Free	0	1	1	1	924.3900775909424	0	Unknown	0	Unknown	3	170025.5000591278	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.8809566497802734	100	0.8480548858642578	1	0.0	0.0	0.0	1	1.1501312255859375	0	0	170025.50387382507	0	0	170025.50506591797	Shoot Photo	0	0	0	0	0	0	0	0	0	924.5650768280029	1	100.0	924.5090484619141	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	170025.52032470703	0	91.0	2	1.3022422790527344	255	170025.52103996277	3902843.969553596
11/13/2020 01:15:30	170.213		0.0	0.0	170212.6669883728	56	1	1	25	73.4	3.9110183715820312	0	0	0	0	170212.64910697937	37.77297971853443	-122.40664183161176	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	4.204273223876953	-90.0	0.0	0.0	Free	0	1	1	1	187.0732307434082	0	Unknown	0	Unknown	3	170212.69392967224	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	3.612041473388672	100	3.567934036254883	1	0.0	0.0	0.0	1	3.960847854614258	0	0	170212.70203590393	0	0	170212.70298957825	Shoot Photo	0	0	0	0	0	0	0	0	0	0.39505958557128906	1	100.0	0.34689903259277344	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	170212.72325515747	0	91.0	2	4.167079925537109	255	170212.72802352905	3902843.6876605526
11/13/2020 01:15:30	170.404		0.0	0.0	170403.46670150757	56	1	1	25	73.4	1.1692047119140625	0	0	0	0	170403.43308448792	37.77297952550464	-122.40663046001902	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.3761520385742188	-90.0	0.0	0.0	Free	0	1	1	1	377.8419494628906	0	Unknown	0	Unknown	3	170403.46312522888	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.8969306945800781	100	0.8649826049804688	1	0.0	0.0	0.0	1	1.2021064758300781	0	0	170403.46693992615	0	0	170403.46884727478	Shoot Photo	0	0	0	0	0	0	0	0	0	191.1609172821045	1	100.0	191.11394882202148	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	170403.489112854	0	91.0	2	1.355886459350586	255	170403.49102020264	3902843.4057675037
11/13/2020 01:15:31	170.584		0.0	0.0	170583.2667350769	56	1	1	25	73.4	1.1191368103027344	0	0	0	0	170583.23407173157	37.77297933247376	-122.40661908842631	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.3470649719238281	-90.0	0.0	0.0	Free	0	1	1	1	557.6572418212891	0	Unknown	0	Unknown	3	170583.27889442444	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9100437164306641	100	0.8778572082519531	1	0.0	0.0	0.0	1	1.1668205261230469	0	0	170583.28413963318	0	0	170583.2850933075	Shoot Photo	0	0	0	0	0	0	0	0	0	370.9759712219238	1	100.0	370.9280490875244	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	170583.3032131195	0	91.0	2	1.3241767883300781	255	170583.30416679382	3902843.1238744534
11/13/2020 01:15:31	170.764		0.0	0.0	170763.75579833984	56	1	1	25	73.4	1.4920234680175781	0	0	0	0	170763.7219429016	37.77297913944179	-122.4066077168337	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.750946044921875	-90.0	0.0	0.0	Free	0	1	1	1	738.1429672241211	0	Unknown	0	Unknown	3	170763.7641429901	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.065969467163086	100	1.0089874267578125	1	0.0	0.0	0.0	1	1.50299072265625	0	0	170763.77201080322	0	0	170763.77415657043	Shoot Photo	0	0	0	0	0	0	0	0	0	551.4700412750244	1	100.0	551.4228343963623	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	170763.80014419556	0	91.0	2	1.7290115356445312	255	170763.8041973114	3902842.8419813975
11/13/2020 01:15:31	170.935		0.0	0.0	170934.44681167603	56	1	1	25	73.4	172.18494415283203	0	0	0	0	170934.41605567932	37.77297913944179	-122.4066077168337	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	172.4381446838379	-90.0	0.0	0.0	Free	0	1	1	1	908.8261127471924	0	Unknown	0	Unknown	3	170934.4470500946	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	171.74792289733887	100	171.6909408569336	1	0.0	0.0	0.0	1	172.18494415283203	0	0	170934.45301055908	0	0	170934.4551563263	Shoot Photo	0	0	0	0	0	0	0	0	0	722.1457958221436	1	100.0	722.0981121063232	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	170934.4720840454	0	91.0	2	172.39999771118164	255	170934.47303771973	3902842.8419813975
11/13/2020 01:15:31	171.111		0.0	0.0	171110.25190353394	56	1	1	25	73.4	1.1489391326904297	0	0	0	0	171110.21900177002	37.772978753374574	-122.40658497364862	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.3780593872070312	-90.0	0.0	0.0	Free	0	1	1	1	1084.6281051635742	0	Unknown	0	Unknown	3	171110.2478504181	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9069442749023438	100	0.8759498596191406	1	0.0	0.0	0.0	1	1.1799335479736328	0	0	171110.25094985962	0	0	171110.25309562683	Shoot Photo	0	0	0	0	0	0	0	0	0	897.9418277740479	1	100.0	897.892951965332	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	171110.2681159973	0	91.0	2	1.3349056243896484	255	171110.26906967163	3902842.2781952764
11/13/2020 01:15:31	171.289		0.0	0.0	171288.22994232178	56	1	1	25	73.4	1.2249946594238281	0	0	0	0	171288.20991516113	37.77297856033931	-122.40657360205617	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4748573303222656	-90.0	0.0	0.0	Free	0	1	1	1	177.91008949279785	0	Unknown	0	Unknown	3	171288.24591636658	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.003265380859375	100	0.9698867797851562	1	0.0	0.0	0.0	1	1.2772083282470703	0	0	171288.25211524963	0	0	171288.25211524963	Shoot Photo	0	0	0	0	0	0	0	0	0	178.09510231018066	1	100.0	178.0381202697754	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	171288.2752418518	0	91.0	2	1.4400482177734375	255	171288.27691078186	3902841.9963022107
11/13/2020 01:15:31	171.474		0.0	0.0	171473.35982322693	56	1	1	25	73.4	1.4467239379882812	0	0	0	0	171473.3350276947	37.77297836730297	-122.40656223046379	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7268657684326172	-90.0	0.0	0.0	Free	0	1	1	1	363.0340099334717	0	Unknown	0	Unknown	3	171473.37198257446	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.149892807006836	100	1.1076927185058594	1	0.0	0.0	0.0	1	1.4851093292236328	0	0	171473.37794303894	0	0	171473.37889671326	Shoot Photo	0	0	0	0	0	0	0	0	0	363.2221221923828	1	100.0	363.16728591918945	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	171473.4010696411	0	91.0	2	1.695871353149414	255	171473.40416908264	3902841.714409143
11/13/2020 01:15:32	171.658		0.0	0.0	171657.7286720276	56	1	1	25	73.4	1.2438297271728516	0	0	0	0	171657.71102905273	37.77297817426554	-122.40655085887146	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4851093292236328	-90.0	0.0	0.0	Free	0	1	1	1	547.4140644073486	0	Unknown	0	Unknown	3	171657.75299072266	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9908676147460938	100	0.9560585021972656	1	0.0	0.0	0.0	1	1.3058185577392578	0	0	171657.76705741882	0	0	171657.76896476746	Shoot Photo	0	0	0	0	0	0	0	0	0	547.6131439208984	1	100.0	547.5571155548096	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	171657.79304504395	0	91.0	2	1.481771469116211	255	171657.79614448547	3902841.432516072
11/13/2020 01:15:32	171.832		0.0	0.0	171831.19988441467	56	1	1	25	73.4	174.7138500213623	0	0	0	0	171831.16912841797	37.77297817426554	-122.40655085887146	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	174.93796348571777	-90.0	0.0	0.0	Free	0	1	1	1	720.8621501922607	0	Unknown	0	Unknown	3	171831.19797706604	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	174.43299293518066	100	174.39603805541992	1	0.0	0.0	0.0	1	174.7438907623291	0	0	171831.20703697205	0	0	171831.20703697205	Shoot Photo	0	0	0	0	0	0	0	0	0	721.0493087768555	1	100.0	720.9911346435547	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	171831.22515678406	0	91.0	2	174.9129295349121	255	171831.2270641327	3902841.432516072
11/13/2020 01:15:32	172.012		0.0	0.0	172011.43169403076	56	1	1	25	73.4	1.4791488647460938	0	0	0	0	172011.41500473022	37.77297778818739	-122.406528115687	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7328262329101562	-90.0	0.0	0.0	Free	0	1	1	1	901.1280536651611	0	Unknown	0	Unknown	3	172011.479139328	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1739730834960938	100	1.1370182037353516	1	0.0	0.0	0.0	1	1.5611648559570312	0	0	172011.48104667664	0	0	172011.48200035095	Shoot Photo	0	0	0	0	0	0	0	0	0	0.16689300537109375	1	100.0	901.2641906738281	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	172011.49821281433	0	91.0	2	1.7077922821044922	255	172011.49916648865	3902840.868729917
11/13/2020 01:15:32	172.184		0.0	0.0	172184.0467453003	56	1	1	25	73.4	3.3249855041503906	0	0	0	0	172184.01622772217	37.77297759514668	-122.40651674409483	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	3.5538673400878906	-90.0	0.0	0.0	Free	0	1	1	1	172.5139617919922	0	Unknown	0	Unknown	3	172184.0488910675	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	3.0701160430908203	100	3.0379295349121094	1	0.0	0.0	0.0	1	3.3588409423828125	0	0	172184.05294418335	0	0	172184.05413627625	Shoot Photo	0	0	0	0	0	0	0	0	0	0.37288665771484375	1	100.0	0.3333091735839844	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	172184.07011032104	0	91.0	2	3.5240650177001953	255	172184.0741634369	3902840.5868368335
11/13/2020 01:15:32	172.398		0.0	0.0	172397.26972579956	56	1	1	25	73.4	1.1029243469238281	0	0	0	0	172397.24111557007	37.772977402104864	-122.40650537250275	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.3260841369628906	-90.0	0.0	0.0	Free	0	1	1	1	385.73503494262695	0	Unknown	0	Unknown	3	172397.26996421814	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.8769035339355469	100	0.8461475372314453	1	0.0	0.0	0.0	1	1.1379718780517578	0	0	172397.27187156677	0	0	172397.27306365967	Shoot Photo	0	0	0	0	0	0	0	0	0	213.5920524597168	1	100.0	213.55199813842773	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	172397.28927612305	0	91.0	2	1.2941360473632812	255	172397.28999137878	3902840.304943749
